airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Aeromexico,DEN,JFK,22,3,2018,21,undisclosed,Business/Work,Home,Pickup,False,0
Alaska,PVR,TPQ,1,10,2013,5,male,Back Home,Home,Pickup,False,0
Aeromexico,SJC,IZT,10,5,2018,15,undisclosed,Back Home,Home,,False,0
Aeromexico,TPQ,PDX,14,6,2015,79,unspecified,On vacation/Pleasure,Friend/Family,Pickup,False,0
Volaris,GDL,IZT,19,8,2016,39,unspecified,Business/Work,Short-term homestay,,True,37
Volaris,SJC,PVR,30,1,2020,31,male,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
American Airlines,MTY,IZT,13,10,2022,30,unspecified,Business/Work,Hotel,Mobility as a service,False,0
Aeromar,GDL,LAX,23,11,2022,24,undisclosed,On vacation/Pleasure,Friend/Family,,True,636
American Airlines,DEN,SJC,11,4,2014,25,female,On vacation/Pleasure,Hotel,,True,88
Volaris,SJC,TPQ,11,5,2017,39,male,On vacation/Pleasure,Home,,True,581
Alaska,PVR,DEN,20,7,2022,31,undisclosed,Business/Work,Short-term homestay,Public Transportation,False,0
Delta Airlines,PVR,JFK,27,8,2021,79,unspecified,On vacation/Pleasure,Friend/Family,,True,592
Aeromexico,TPQ,LAX,13,11,2020,53,female,Back Home,Home,,False,0
Delta Airlines,TLC,IZT,25,1,2021,32,undisclosed,Business/Work,Friend/Family,,True,240
Alaska,SJC,GDL,7,3,2013,50,female,Back Home,Home,,False,0
Aeromexico,GDL,DEN,19,8,2013,64,unspecified,Business/Work,Short-term homestay,,True,361
Viva Aerobus,IZT,JFK,25,11,2015,14,unspecified,Business/Work,Short-term homestay,Own car,False,0
Lufthansa,MTY,SJC,5,7,2022,58,male,Business/Work,Hotel,,True,91
American Airlines,IZT,DEN,14,10,2015,56,male,Back Home,Home,,False,0
Volaris,DEN,SJC,12,6,2019,81,male,Business/Work,Friend/Family,,True,370
Delta Airlines,SJC,TLC,5,1,2014,16,unspecified,On vacation/Pleasure,Hotel,Own car,False,0
American Airlines,MTY,PVR,23,3,2014,5,undisclosed,On vacation/Pleasure,Short-term homestay,,True,478
Volaris,TPQ,IZT,7,1,2018,1,female,Business/Work,Friend/Family,,True,489
Alaska,MTY,SJC,25,3,2020,70,male,Business/Work,Short-term homestay,,True,615
Aeromar,LAX,JFK,27,9,2022,6,male,On vacation/Pleasure,Short-term homestay,,True,141
Lufthansa,SJC,GDL,2,8,2014,26,unspecified,Business/Work,Home,,True,132
Aeromexico,IZT,GDL,17,8,2018,52,female,Business/Work,Short-term homestay,,True,48
Alaska,DEN,JFK,29,7,2015,68,male,Business/Work,Hotel,Own car,False,0
Lufthansa,IZT,GDL,11,1,2023,32,male,On vacation/Pleasure,Friend/Family,,True,66
Delta Airlines,SJC,LAX,7,9,2019,73,undisclosed,On vacation/Pleasure,Hotel,Own car,False,0
Delta Airlines,TPQ,PVR,7,8,2021,62,male,Business/Work,Short-term homestay,,True,90
Aeromexico,TLC,GDL,30,9,2021,33,male,Business/Work,Hotel,Airport cab,False,0
Lufthansa,JFK,TPQ,27,12,2016,84,unspecified,Back Home,Home,,False,0
American Airlines,LAX,DEN,16,10,2019,29,unspecified,Back Home,Home,Car rental,False,0
Aeromexico,TPQ,GDL,13,12,2018,24,female,Business/Work,Short-term homestay,,True,329
Volaris,JFK,TPQ,2,2,2015,23,undisclosed,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Delta Airlines,IZT,TPQ,3,12,2014,52,unspecified,On vacation/Pleasure,Hotel,,True,238
Viva Aerobus,LAX,DEN,1,9,2022,49,undisclosed,Business/Work,Hotel,,True,205
American Airlines,PDX,GDL,18,10,2021,75,undisclosed,Business/Work,Home,,True,555
Alaska,MTY,GDL,31,5,2013,90,male,Back Home,Home,,False,0
Aeromexico,DEN,IZT,6,3,2016,46,male,Back Home,Home,,False,0
American Airlines,LAX,TPQ,1,5,2015,50,female,On vacation/Pleasure,Short-term homestay,Own car,False,0
Aeromar,TPQ,JFK,18,10,2013,85,undisclosed,On vacation/Pleasure,Hotel,,True,509
Alaska,TPQ,GDL,14,5,2013,75,undisclosed,Business/Work,Friend/Family,,True,192
Viva Aerobus,DEN,IZT,23,6,2016,5,unspecified,Back Home,Home,Car rental,False,0
Alaska,SJC,PVR,22,8,2015,57,male,On vacation/Pleasure,Friend/Family,,True,220
Alaska,PDX,TLC,25,6,2020,58,male,Back Home,Home,Own car,False,0
Alaska,DEN,PDX,25,3,2018,87,unspecified,Back Home,Home,,False,0
Alaska,GDL,TLC,13,10,2022,12,undisclosed,On vacation/Pleasure,Home,Pickup,False,0
Alaska,JFK,GDL,28,6,2021,62,undisclosed,Back Home,Home,Car rental,False,0
American Airlines,GDL,PVR,27,4,2014,15,male,On vacation/Pleasure,Home,,True,252
Volaris,JFK,PDX,23,6,2021,65,undisclosed,Back Home,Home,,False,0
American Airlines,LAX,MTY,30,6,2017,56,undisclosed,Back Home,Home,,False,0
Volaris,TLC,SJC,19,2,2014,18,unspecified,On vacation/Pleasure,Short-term homestay,,True,344
Alaska,MTY,SJC,5,1,2018,87,undisclosed,Back Home,Home,Public Transportation,False,0
Lufthansa,MTY,SJC,1,12,2020,81,male,Business/Work,Short-term homestay,,True,546
Aeromexico,DEN,PVR,5,7,2022,60,female,Back Home,Home,,False,0
Viva Aerobus,PDX,TPQ,20,2,2015,10,female,Back Home,Home,Own car,False,0
American Airlines,PDX,DEN,14,8,2019,55,male,Business/Work,Home,Airport cab,False,0
Delta Airlines,IZT,PVR,24,12,2017,47,male,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Volaris,PDX,SJC,14,5,2014,5,unspecified,Business/Work,Friend/Family,,True,78
Alaska,IZT,PDX,22,10,2020,25,unspecified,Business/Work,Friend/Family,,True,98
Delta Airlines,TLC,IZT,28,1,2015,36,female,On vacation/Pleasure,Friend/Family,Car rental,False,0
Aeromar,LAX,TLC,16,8,2018,33,unspecified,Back Home,Home,,False,0
Delta Airlines,PDX,TLC,18,12,2019,22,male,On vacation/Pleasure,Hotel,Car rental,False,0
Alaska,MTY,TPQ,30,10,2017,85,female,Back Home,Home,Airport cab,False,0
Delta Airlines,IZT,MTY,30,5,2018,42,male,Business/Work,Friend/Family,,True,563
Lufthansa,LAX,TPQ,3,12,2020,18,undisclosed,Back Home,Home,Airport cab,False,0
Volaris,JFK,IZT,17,7,2016,88,male,On vacation/Pleasure,Friend/Family,,True,241
Viva Aerobus,LAX,GDL,24,9,2018,20,unspecified,Back Home,Home,,False,0
Aeromexico,TLC,PVR,4,12,2019,53,unspecified,On vacation/Pleasure,Hotel,Airport cab,False,0
American Airlines,PVR,TLC,22,5,2013,85,unspecified,Back Home,Home,,False,0
Delta Airlines,TLC,LAX,5,1,2018,5,unspecified,Back Home,Home,Own car,False,0
Alaska,TLC,PDX,2,12,2014,46,female,Back Home,Home,Mobility as a service,False,0
Viva Aerobus,PVR,MTY,12,1,2022,28,undisclosed,Back Home,Home,,False,0
Aeromexico,JFK,TPQ,19,9,2016,5,male,On vacation/Pleasure,Home,Public Transportation,False,0
Aeromexico,SJC,LAX,25,1,2018,79,unspecified,Business/Work,Short-term homestay,Own car,False,0
Aeromar,JFK,PDX,19,10,2013,67,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,IZT,GDL,13,9,2021,14,undisclosed,Back Home,Home,,False,0
Delta Airlines,GDL,JFK,9,2,2018,27,unspecified,On vacation/Pleasure,Home,,True,588
Aeromar,SJC,TLC,17,6,2018,75,female,Business/Work,Friend/Family,,True,605
Viva Aerobus,SJC,GDL,18,9,2018,67,male,Business/Work,Home,,True,576
Aeromexico,GDL,JFK,6,5,2018,12,male,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,TLC,GDL,21,5,2013,33,unspecified,On vacation/Pleasure,Friend/Family,Airport cab,False,0
Aeromar,PDX,LAX,4,12,2020,19,male,Business/Work,Home,,True,360
Aeromar,PDX,TPQ,15,3,2019,24,male,Business/Work,Home,,True,148
Volaris,DEN,JFK,13,4,2014,45,female,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Volaris,PVR,MTY,1,1,2013,62,male,Back Home,Home,,False,0
Alaska,TPQ,SJC,4,11,2022,82,unspecified,Back Home,Home,,False,0
Alaska,SJC,PDX,11,10,2016,72,undisclosed,Business/Work,Friend/Family,,True,256
Delta Airlines,JFK,SJC,30,7,2019,38,undisclosed,Back Home,Home,,False,0
American Airlines,SJC,IZT,31,1,2015,65,male,On vacation/Pleasure,Short-term homestay,Public Transportation,False,0
Aeromexico,TPQ,MTY,1,11,2020,59,unspecified,Back Home,Home,,False,0
Alaska,LAX,TPQ,13,8,2020,4,male,On vacation/Pleasure,Home,,True,215
Volaris,IZT,LAX,3,11,2017,72,female,Business/Work,Home,Car rental,False,0
Viva Aerobus,LAX,PDX,25,12,2019,25,female,Back Home,Home,Airport cab,False,0
Aeromexico,TPQ,TLC,1,10,2019,47,female,Business/Work,Hotel,Airport cab,False,0
Alaska,TPQ,IZT,5,11,2019,89,female,Back Home,Home,,False,0
Viva Aerobus,GDL,PVR,10,9,2014,13,unspecified,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
American Airlines,PDX,JFK,30,9,2018,28,male,Business/Work,Hotel,Pickup,False,0
Delta Airlines,PVR,LAX,1,12,2020,18,unspecified,Business/Work,Short-term homestay,Own car,False,0
Viva Aerobus,PVR,DEN,8,12,2019,87,undisclosed,Business/Work,Friend/Family,Public Transportation,False,0
Volaris,LAX,PDX,19,8,2018,47,male,Business/Work,Short-term homestay,,True,518
Aeromar,DEN,GDL,25,8,2016,80,undisclosed,Business/Work,Home,Pickup,False,0
Volaris,GDL,TPQ,17,10,2016,59,male,Back Home,Home,Public Transportation,False,0
Aeromexico,GDL,JFK,9,9,2020,19,unspecified,Business/Work,Short-term homestay,Pickup,False,0
Lufthansa,TLC,LAX,3,6,2022,73,unspecified,Back Home,Home,,False,0
Viva Aerobus,MTY,IZT,16,12,2021,15,male,On vacation/Pleasure,Home,Car rental,False,0
Viva Aerobus,PDX,SJC,18,6,2015,82,unspecified,Business/Work,Friend/Family,,True,431
American Airlines,LAX,DEN,12,7,2013,3,male,Back Home,Home,,False,0
Volaris,PDX,LAX,29,10,2022,14,unspecified,Back Home,Home,Own car,False,0
Volaris,TLC,TPQ,19,4,2016,30,undisclosed,Business/Work,Home,Public Transportation,False,0
Aeromar,TPQ,DEN,11,6,2016,7,undisclosed,Business/Work,Home,,True,91
Volaris,IZT,TLC,19,2,2013,49,unspecified,On vacation/Pleasure,Hotel,,True,673
Aeromexico,JFK,TLC,25,1,2018,82,unspecified,Business/Work,Short-term homestay,,True,86
American Airlines,SJC,GDL,5,12,2022,90,undisclosed,Back Home,Home,Mobility as a service,False,0
American Airlines,LAX,DEN,22,8,2015,63,female,Business/Work,Short-term homestay,Car rental,False,0
Lufthansa,PVR,MTY,13,5,2017,68,female,On vacation/Pleasure,Home,Mobility as a service,False,0
Aeromar,PVR,SJC,3,12,2014,77,male,Back Home,Home,Public Transportation,False,0
American Airlines,MTY,LAX,20,1,2017,80,unspecified,Business/Work,Friend/Family,Car rental,False,0
Aeromar,LAX,TLC,21,8,2018,3,unspecified,Business/Work,Friend/Family,,True,283
Alaska,DEN,JFK,2,9,2021,13,male,Business/Work,Hotel,Public Transportation,False,0
American Airlines,DEN,JFK,7,4,2013,69,undisclosed,On vacation/Pleasure,Friend/Family,,True,607
Lufthansa,SJC,PDX,20,1,2020,38,female,On vacation/Pleasure,Hotel,,True,305
Aeromexico,TLC,GDL,9,11,2018,84,undisclosed,Back Home,Home,,False,0
Lufthansa,TPQ,MTY,18,4,2017,64,female,Back Home,Home,Car rental,False,0
Aeromar,GDL,PVR,27,3,2020,87,undisclosed,Business/Work,Hotel,Own car,False,0
Lufthansa,PVR,DEN,20,6,2018,83,male,Business/Work,Short-term homestay,Mobility as a service,False,0
Delta Airlines,MTY,DEN,16,6,2021,55,undisclosed,Business/Work,Hotel,,True,145
Delta Airlines,IZT,TPQ,5,3,2016,32,undisclosed,Business/Work,Friend/Family,,True,497
Aeromar,JFK,PDX,11,2,2022,75,unspecified,On vacation/Pleasure,Hotel,,True,99
Delta Airlines,IZT,SJC,13,10,2021,30,female,On vacation/Pleasure,Short-term homestay,,True,532
Volaris,MTY,DEN,18,6,2020,16,unspecified,Back Home,Home,Own car,False,0
Lufthansa,PDX,MTY,9,10,2021,45,female,Business/Work,Short-term homestay,Car rental,False,0
Aeromar,LAX,PVR,8,1,2018,18,female,Business/Work,Friend/Family,,True,426
Delta Airlines,TPQ,PVR,29,3,2019,10,female,Business/Work,Home,,True,418
Volaris,TLC,MTY,10,12,2021,33,female,Back Home,Home,,False,0
Lufthansa,TLC,GDL,24,6,2020,50,unspecified,Business/Work,Short-term homestay,,True,440
American Airlines,SJC,PDX,26,4,2016,6,undisclosed,Business/Work,Hotel,Pickup,False,0
Aeromexico,GDL,TPQ,11,6,2019,72,undisclosed,Business/Work,Short-term homestay,Airport cab,False,0
American Airlines,PVR,SJC,11,9,2022,7,unspecified,Business/Work,Short-term homestay,,True,194
Viva Aerobus,GDL,IZT,7,6,2021,14,female,On vacation/Pleasure,Short-term homestay,,True,246
Delta Airlines,SJC,JFK,7,2,2021,88,undisclosed,Business/Work,Hotel,Car rental,False,0
Volaris,PVR,IZT,17,11,2022,33,male,Back Home,Home,,False,0
Delta Airlines,LAX,PVR,13,7,2014,35,female,Business/Work,Short-term homestay,Mobility as a service,False,0
Alaska,MTY,IZT,11,6,2015,69,female,Business/Work,Hotel,,True,473
Lufthansa,DEN,TPQ,28,3,2023,30,undisclosed,Business/Work,Hotel,Airport cab,False,0
Delta Airlines,TPQ,PDX,26,10,2018,57,female,Business/Work,Friend/Family,,True,400
American Airlines,TPQ,TLC,23,1,2022,11,male,Back Home,Home,,False,0
American Airlines,GDL,TLC,18,11,2014,67,undisclosed,Business/Work,Friend/Family,,True,147
Lufthansa,PVR,TPQ,8,10,2020,8,female,Business/Work,Home,,True,627
Viva Aerobus,TLC,TPQ,9,2,2018,44,undisclosed,Business/Work,Short-term homestay,Own car,False,0
Aeromar,LAX,MTY,15,1,2014,17,female,Business/Work,Short-term homestay,,True,504
Aeromar,DEN,MTY,16,10,2018,65,male,Business/Work,Home,Pickup,False,0
Volaris,MTY,TLC,22,12,2015,29,unspecified,On vacation/Pleasure,Home,Mobility as a service,False,0
Delta Airlines,IZT,GDL,5,6,2013,15,unspecified,On vacation/Pleasure,Hotel,,True,496
Volaris,LAX,IZT,14,6,2013,22,female,Back Home,Home,Pickup,False,0
Viva Aerobus,MTY,TLC,18,6,2019,69,undisclosed,Business/Work,Short-term homestay,Car rental,False,0
Viva Aerobus,DEN,TLC,26,6,2014,64,undisclosed,On vacation/Pleasure,Home,Own car,False,0
Lufthansa,JFK,GDL,24,8,2013,21,female,Business/Work,Friend/Family,Car rental,False,0
Viva Aerobus,JFK,PDX,11,3,2017,17,female,Back Home,Home,Airport cab,False,0
Delta Airlines,MTY,LAX,9,4,2016,50,unspecified,Back Home,Home,Public Transportation,False,0
Viva Aerobus,PVR,TPQ,28,2,2020,50,female,On vacation/Pleasure,Hotel,,True,167
Alaska,GDL,TPQ,13,5,2017,67,undisclosed,Business/Work,Hotel,Car rental,False,0
Aeromexico,LAX,GDL,28,9,2017,52,undisclosed,Business/Work,Hotel,,True,548
Lufthansa,JFK,PVR,31,1,2017,26,unspecified,Back Home,Home,,False,0
Viva Aerobus,LAX,JFK,4,2,2022,40,unspecified,Back Home,Home,Mobility as a service,False,0
American Airlines,TLC,MTY,6,7,2014,27,male,On vacation/Pleasure,Hotel,Public Transportation,False,0
Delta Airlines,JFK,TPQ,2,3,2018,27,undisclosed,On vacation/Pleasure,Home,,True,663
Lufthansa,TPQ,MTY,6,7,2018,60,unspecified,Back Home,Home,,False,0
Aeromar,JFK,DEN,5,11,2019,85,unspecified,Back Home,Home,,False,0
Volaris,LAX,PDX,11,3,2016,14,male,Back Home,Home,,False,0
American Airlines,SJC,PDX,15,10,2013,7,unspecified,Back Home,Home,,False,0
Alaska,PDX,JFK,4,12,2015,29,male,On vacation/Pleasure,Home,Airport cab,False,0
Aeromar,PDX,SJC,21,4,2022,49,male,Business/Work,Hotel,,True,126
Viva Aerobus,JFK,MTY,7,2,2017,77,unspecified,Back Home,Home,,False,0
Delta Airlines,PVR,GDL,14,1,2018,86,unspecified,Business/Work,Hotel,Mobility as a service,False,0
Delta Airlines,MTY,PVR,13,3,2014,5,male,Back Home,Home,,False,0
Delta Airlines,SJC,PDX,16,10,2014,74,female,Back Home,Home,,False,0
American Airlines,GDL,SJC,12,11,2018,12,unspecified,Back Home,Home,Own car,False,0
Viva Aerobus,DEN,PVR,16,5,2014,81,undisclosed,Business/Work,Friend/Family,Airport cab,False,0
Lufthansa,SJC,LAX,29,9,2018,85,male,Business/Work,Short-term homestay,,True,176
Delta Airlines,GDL,TPQ,21,6,2020,32,undisclosed,On vacation/Pleasure,Hotel,,True,105
Delta Airlines,MTY,DEN,24,4,2019,7,female,Business/Work,Hotel,,True,516
Viva Aerobus,TLC,PDX,9,4,2015,59,female,On vacation/Pleasure,Hotel,Airport cab,False,0
Alaska,LAX,MTY,23,7,2018,18,female,Back Home,Home,Airport cab,False,0
Lufthansa,TPQ,GDL,26,6,2014,5,unspecified,Back Home,Home,,False,0
Volaris,MTY,PVR,28,1,2023,86,male,On vacation/Pleasure,Hotel,,True,180
Aeromexico,LAX,TPQ,27,6,2022,12,female,On vacation/Pleasure,Friend/Family,,True,566
Aeromexico,MTY,DEN,26,12,2021,12,female,Back Home,Home,,False,0
Aeromexico,MTY,LAX,31,10,2020,38,undisclosed,On vacation/Pleasure,Hotel,Public Transportation,False,0
Aeromar,DEN,IZT,24,4,2019,32,unspecified,Back Home,Home,Car rental,False,0
Volaris,TLC,DEN,7,3,2023,39,undisclosed,Back Home,Home,Airport cab,False,0
Alaska,IZT,TLC,28,8,2017,12,undisclosed,On vacation/Pleasure,Short-term homestay,,True,609
Aeromexico,GDL,SJC,1,12,2020,16,unspecified,Back Home,Home,Own car,False,0
Viva Aerobus,TLC,MTY,4,12,2018,56,male,Business/Work,Hotel,,True,66
Viva Aerobus,IZT,TLC,20,8,2019,45,undisclosed,Business/Work,Hotel,,True,552
Viva Aerobus,GDL,JFK,19,6,2019,24,undisclosed,Back Home,Home,Public Transportation,False,0
Aeromar,LAX,MTY,12,1,2018,8,male,Back Home,Home,,False,0
Aeromexico,LAX,IZT,22,4,2014,6,unspecified,Business/Work,Home,Car rental,False,0
Viva Aerobus,MTY,PVR,24,5,2017,85,undisclosed,Business/Work,Short-term homestay,,True,531
Viva Aerobus,DEN,TLC,26,1,2014,29,unspecified,Back Home,Home,Own car,False,0
American Airlines,TLC,PVR,23,9,2019,52,unspecified,Back Home,Home,,False,0
Delta Airlines,SJC,PDX,19,4,2015,78,unspecified,On vacation/Pleasure,Friend/Family,Car rental,False,0
Delta Airlines,DEN,TLC,24,3,2018,62,undisclosed,On vacation/Pleasure,Home,Mobility as a service,False,0
Volaris,MTY,DEN,17,4,2022,89,undisclosed,On vacation/Pleasure,Home,Own car,False,0
Alaska,PDX,GDL,27,1,2014,27,unspecified,On vacation/Pleasure,Short-term homestay,Own car,False,0
Volaris,LAX,PDX,13,12,2022,60,female,On vacation/Pleasure,Home,,True,703
Volaris,TPQ,GDL,25,7,2019,66,female,Back Home,Home,Pickup,False,0
Viva Aerobus,SJC,TPQ,7,1,2019,8,female,Business/Work,Hotel,Pickup,False,0
Delta Airlines,IZT,MTY,8,12,2017,12,female,Business/Work,Home,,True,502
Alaska,MTY,IZT,11,3,2019,77,male,Back Home,Home,Car rental,False,0
Aeromexico,DEN,LAX,9,9,2019,76,undisclosed,Business/Work,Home,Pickup,False,0
Viva Aerobus,JFK,DEN,24,8,2014,55,male,On vacation/Pleasure,Hotel,Pickup,False,0
Viva Aerobus,TLC,IZT,13,4,2017,51,female,Business/Work,Hotel,,True,211
Volaris,JFK,TLC,26,6,2020,42,undisclosed,On vacation/Pleasure,Home,Public Transportation,False,0
Alaska,LAX,PVR,30,3,2017,64,male,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
Volaris,PDX,IZT,15,5,2021,86,undisclosed,On vacation/Pleasure,Short-term homestay,,True,50
American Airlines,TLC,GDL,24,4,2013,26,unspecified,On vacation/Pleasure,Short-term homestay,,True,372
American Airlines,LAX,JFK,17,12,2017,53,undisclosed,Business/Work,Hotel,,True,629
Lufthansa,JFK,MTY,6,4,2018,15,unspecified,Back Home,Home,,False,0
Delta Airlines,TPQ,DEN,11,4,2013,48,female,Business/Work,Short-term homestay,,True,715
Aeromar,PVR,MTY,20,6,2022,29,unspecified,Back Home,Home,,False,0
Aeromar,TPQ,DEN,24,8,2021,8,male,Back Home,Home,Pickup,False,0
Alaska,TLC,GDL,20,7,2017,25,undisclosed,Business/Work,Hotel,,True,168
Volaris,GDL,JFK,26,2,2014,81,male,Back Home,Home,,False,0
Lufthansa,LAX,TPQ,6,11,2018,89,female,Back Home,Home,Public Transportation,False,0
Lufthansa,GDL,PVR,24,5,2016,23,undisclosed,Business/Work,Short-term homestay,,True,104
Aeromexico,TLC,TPQ,14,3,2023,68,male,Business/Work,Friend/Family,,True,639
Aeromar,DEN,PDX,21,12,2020,27,undisclosed,On vacation/Pleasure,Hotel,Airport cab,False,0
Aeromar,PDX,TPQ,31,1,2016,3,male,Business/Work,Hotel,Public Transportation,False,0
Volaris,PVR,MTY,27,2,2018,77,undisclosed,On vacation/Pleasure,Friend/Family,,True,543
American Airlines,DEN,MTY,5,7,2022,40,unspecified,On vacation/Pleasure,Hotel,,True,461
Aeromexico,TPQ,TLC,18,5,2017,77,female,On vacation/Pleasure,Short-term homestay,,True,541
Viva Aerobus,IZT,DEN,25,3,2016,30,female,Business/Work,Hotel,Own car,False,0
Viva Aerobus,PVR,TPQ,7,8,2020,44,male,Business/Work,Hotel,,True,186
Aeromar,SJC,MTY,14,3,2022,1,undisclosed,Back Home,Home,Own car,False,0
Aeromar,TLC,TPQ,29,3,2023,57,female,Back Home,Home,,False,0
Aeromexico,TPQ,TLC,29,1,2022,5,female,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Aeromar,DEN,LAX,15,2,2014,88,undisclosed,Back Home,Home,,False,0
Delta Airlines,IZT,MTY,1,7,2020,40,female,On vacation/Pleasure,Hotel,,True,296
Delta Airlines,DEN,PDX,18,10,2017,3,male,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Lufthansa,PVR,LAX,1,7,2016,42,undisclosed,On vacation/Pleasure,Home,,True,632
Delta Airlines,DEN,GDL,8,9,2022,16,unspecified,Business/Work,Home,Pickup,False,0
Viva Aerobus,DEN,PDX,18,12,2022,34,female,On vacation/Pleasure,Home,Own car,False,0
Volaris,PVR,TPQ,4,11,2015,79,male,Back Home,Home,Mobility as a service,False,0
Aeromar,SJC,MTY,24,6,2020,38,unspecified,Business/Work,Hotel,Own car,False,0
Volaris,GDL,JFK,24,6,2013,47,undisclosed,Business/Work,Hotel,Car rental,False,0
Lufthansa,JFK,PVR,1,6,2013,84,unspecified,Back Home,Home,,False,0
Viva Aerobus,LAX,TPQ,20,12,2015,7,unspecified,On vacation/Pleasure,Friend/Family,,True,271
Aeromexico,MTY,TLC,2,2,2023,86,unspecified,Business/Work,Hotel,,True,412
American Airlines,MTY,JFK,9,2,2016,78,unspecified,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Aeromar,DEN,JFK,24,10,2014,19,undisclosed,Back Home,Home,,False,0
Delta Airlines,LAX,GDL,5,8,2016,60,male,Back Home,Home,,False,0
Alaska,GDL,PDX,1,11,2013,26,unspecified,On vacation/Pleasure,Home,,True,379
Aeromar,JFK,TPQ,25,3,2023,1,unspecified,On vacation/Pleasure,Friend/Family,Mobility as a service,False,0
